fid,Region,Departemen,Commune,Designatio,No_IRH,Long,Lat,Entreprise,Type_Ouvra,Date_Recep,Aquifere,Prof__Tota,X_dd,Y_dd,ProfTOt
544,DIOURBEL,MBACKE,Missira,MISSIRAH,12-1X-0038,"-15°58'00""","14°56'00""",SASIF,Forage,1986/11/27,Paleocene,181,-15.9666666667,14.9333333333,181
545,DIOURBEL,MBACKE,Ndioumane,DAROU SALAM DOLOYI,12-1X-0063,"-16°03'30""","14°39'25""",SASIF,Forage,2004/09/20,Maastrichtien,313,-16.0583333333,14.6569444444,313
546,DIOURBEL,MBACKE,Ndioumane,NDIAPADAL,11-6X-0055,"-16°03'00""","14°37'23""",SASIF,Forage,1999/06/17,Maastrichtien,286.22,-16.05,14.6230555556,286.22
547,DIOURBEL,MBACKE,Ndioumane,NDIOUMANE,11-6X-0013,"-16°00'01""","14°37'42""",SONAFOR,Forage-puits,1977/05/15,Maastrichtien,338,-16.0002777778,14.6283333333,338
548,DIOURBEL,MBACKE,Ndioumane,NDIOUMANE,12-1X-0053,"-16°00'00""","14°37'30""",SASIF,Forage,1999/12/17,Maastrichtien,308,-16,14.625,308
549,DIOURBEL,MBACKE,Ndioumane,NGUIDIANE NDIAYE,11-6X-0033,"-16°01'50""","14°34'56""",SASIF,Forage,1985/04/02,Maastrichtien,312,-16.0305555556,14.5822222222,312
550,DIOURBEL,MBACKE,Ngahe,GUEDIALY II,11-3X-0091,"-16°03'53""","14°51'34""",,Puits,,Eocene,68.65,-16.0647222222,14.8594444444,68.65
551,DIOURBEL,MBACKE,Ngahe,MBILLY,11-3X-0105,"-16°05'17""","14°45'47""",,Puits,,Eocene,41.23,-16.0880555556,14.7630555556,41.23
552,DIOURBEL,MBACKE,Ngahe,NGHAYE,11-3X-0029,"-16°02'52""","14°49'02""",SOBEA,Forage,1986/10/03,Maastrichtien,352,-16.0477777778,14.8172222222,352
553,DIOURBEL,MBACKE,Ngahe,NGHAYE,11-3X-0032,"-16°02'45""","14°49'39""",SONAFOR,Forage,1984/11/19,Eocene,68,-16.0458333333,14.8275,68
554,DIOURBEL,MBACKE,Ngahe,YASSY I,11-3X-0021,"-16°02'00""","14°50'00""",INTRAFOR,Forage,1983/04/29,Eocene,82,-16.0333333333,14.8333333333,82
555,DIOURBEL,MBACKE,Ngahe,YERY,11-3X-0017,"-16°06'04""","14°49'34""",SASIF,Forage-puits,1984/07/14,Maastrichtien,338.5,-16.1011111111,14.8261111111,338.5
556,DIOURBEL,MBACKE,Sadio,BANANE WAGADOU,12-2X-0039,"-15°36'01""","14°45'23""",,Puits moderne,,Eocene,34.5,-15.6002777778,14.7563888889,34.5
557,DIOURBEL,MBACKE,Sadio,GUERLE OUOLOF,12-2X-0008,"-15°27'07""","14°48'58""",INTRAFOR,Puits-forage,2000/01/01,Maastrichtien,260,-15.4519444444,14.8161111111,260
558,DIOURBEL,MBACKE,Sadio,MEDINA BOURLE,12-2X-0011,"-15°28'45""","14°46'10""",COFOR,Puits-forage,1989/11/14,Maastrichtien,280,-15.4791666667,14.7694444444,280
559,DIOURBEL,MBACKE,Sadio,NGARAF MBAYENE,12-2X-0031,"-15°33'26""","14°42'23""",,Puits moderne,,Paleocene,93,-15.5572222222,14.7063888889,93
560,DIOURBEL,MBACKE,Sadio,SADIO  F2,12-2X-0020,"-15°33'00""","14°47'00""",HENAN CHINE,Forage,2006/02/11,Maastrichtien,222,-15.55,14.7833333333,222
561,DIOURBEL,MBACKE,Sadio,SADIO DIAKHAYE,12-2X-0001,"-15°32'44""","14°47'52""",HYDRAF,Forage,1939/02/28,Maastrichtien,205,-15.5455555556,14.7977777778,205
562,DIOURBEL,MBACKE,Taiba Thiekene,TAIBA TIECKENE,12-1X-0039,"-15°58'51""","14°43'33""",SOBEA,Forage,1985/12/04,Maastrichtien,304,-15.9808333333,14.7258333333,304
563,DIOURBEL,MBACKE,Taiba Thiekene,TAINABE,12-1X-0027,"-15°58'41""","14°41'02""",SONAFOR,Forage-puits,1981/11/26,Maastrichtien,301.33,-15.9780555556,14.6838888889,301.33
564,DIOURBEL,MBACKE,Taif,BAILA,12-1X-0025,"-15°42'54""","14°47'18""",HYDRAF,Forage,1952/02/06,Maastrichtien,306,-15.715,14.7883333333,306
565,DIOURBEL,MBACKE,Taif,SANDATOU,12-2X-0036,"-15°35'36""","14°47'20""",,Puits,,Eocene,60.13,-15.5933333333,14.7888888889,60.13
566,DIOURBEL,MBACKE,Taif,TAIF MBACKE,12-2X-0010,"-15°39'14""","14°47'00""",INTRAFOR,Forage,1981/11/15,Maastrichtien,275,-15.6538888889,14.7833333333,275
567,DIOURBEL,MBACKE,Touba,BOFFEL,12-1X-0142,"-15°55'46""","14°48'05""",,Puits,,Quaternaire,27.8,-15.9294444444,14.8013888889,27.8
568,DIOURBEL,MBACKE,Touba,DAROU KHADIM,12-1X-0042,"-15°52'37""","14°56'35""",SONAFOR,Forage,1987/01/24,Maastrichtien,273,-15.8769444444,14.9430555556,273
569,DIOURBEL,MBACKE,Touba,DAROU KHOUDOSS 1,12-1X-0002,"-15°52'15""","14°50'55""",DN,Puits-forage,1932/01/28,Maastrichtien,200.5,-15.8708333333,14.8486111111,200.5
570,DIOURBEL,MBACKE,Touba,DAROU RAHMANE I,12-1X-0028,"-15°50'34""","14°48'59""",SONAFOR,Forage,1982/01/01,Maastrichtien,290,-15.8427777778,14.8163888889,290
571,DIOURBEL,MBACKE,Touba,GOUYE MBAME,12-1X-0048,"-15°45'46""","14°48'44""",HENAN-CHINE- CHINE,Forage,1988/01/01,Maastrichtien,245.8,-15.7627777778,14.8122222222,245.8
572,DIOURBEL,MBACKE,Touba,KANKA,12-1X-0148,"-15°57'08""","14°48'30""",,Puits,,Quaternaire,32.4,-15.9522222222,14.8083333333,32.4
573,DIOURBEL,MBACKE,Touba,KERE MBAYE,12-1X-0040,"-15°46'55""","14°51'55""",SOBEA,Forage,1986/03/16,Maastrichtien,274.94,-15.7819444444,14.8652777778,274.94
574,DIOURBEL,MBACKE,Touba,KERE NDAO,12-1X-0020,"-15°46'28""","14°51'13""",SONAFOR,Forage,1977/03/15,Maastrichtien,279.7,-15.7744444444,14.8536111111,279.7
575,DIOURBEL,MBACKE,Touba,KEUR BOCAR,11-1X-0127,"-15°50'13""","14°58'51""",HENAN CHINE,Piezometre,2007/10/19,Eocene,70,-15.8369444444,14.9808333333,70
576,DIOURBEL,MBACKE,Touba,KEUR MACOUMBA KEBE,12-1X-0035,"-15°48'35""","14°49'25""",SONAFOR,Forage,1987/09/15,Maastrichtien,274,-15.8097222222,14.8236111111,274
577,DIOURBEL,MBACKE,Touba,LOUMBE,12-1X-0155,"-15°56'16""","14°48'54""",,Puits,,Eocene,42.52,-15.9377777778,14.815,42.52
578,DIOURBEL,MBACKE,Touba,MBACKE,12-1X-0007,"-15°54'00""","14°48'00""",,Forage,1934/07/31,Eocene,204,-15.9,14.8,204
579,DIOURBEL,MBACKE,Touba,MBACKE,12-1X-0008,"-15°54'00""","14°48'00""",SONAFOR,Forage,1978/11/02,Maastrichtien,294,-15.9,14.8,294
580,DIOURBEL,MBACKE,Touba,MBACKE,12-1X-0026,"-15°54'40""","14°47'55""",SONAFOR,Forage,1982/06/12,Paleocene,223,-15.9111111111,14.7986111111,223
581,DIOURBEL,MBACKE,Touba,MBACKE,12-1X-0041,"-15°54'52""","14°48'00""",SASIF,Forage,1987/08/14,Maastrichtien,315,-15.9144444444,14.8,315
582,DIOURBEL,MBACKE,Touba,MBACKE,12-1X-0044,"-15°54'27""","14°48'05""",SASIF,Forage,1986/12/06,Paleocene,190,-15.9075,14.8013888889,190
583,DIOURBEL,MBACKE,Touba,MBACKE,12-1X-0045,"-15°54'52""","14°48'00""",SASIF,Forage,1990/02/07,Paleocene,214,-15.9144444444,14.8,214
584,DIOURBEL,MBACKE,Touba,MBAYenne,12-1X-0172,"-15°43'13""","14°50'02""",,Puits,,Eocene,99,-15.7202777778,14.8338888889,99
585,DIOURBEL,MBACKE,Touba,NDAME AL AZAR,12-1X-0173,"-15°51'34""","14°48'36""",,Puits,,Quaternaire,17.6,-15.8594444444,14.81,17.6
586,DIOURBEL,MBACKE,Touba,NDINDY ABDOU,12-1X-0051,"-15°49'11""","14°53'30""",SONAFOR,Forage,1994/08/15,Maastrichtien,275,-15.8197222222,14.8916666667,275
587,DIOURBEL,MBACKE,Touba,NDINLIKI,12-1X-0151,"-15°56'34""","14°47'55""",,Puits,,Quaternaire,22.83,-15.9427777778,14.7986111111,22.83
588,DIOURBEL,MBACKE,Touba,P1 TOUBA K AMDY MOUST(BAKHDAD),12-1X-0223,"-15°51'17""","14°54'29""",CSL SENEGAL,Piezometre,2010/05/02,Maastrichtien,273,-15.8547222222,14.9080555556,273
589,DIOURBEL,MBACKE,Touba,PUIT BAYE BASS,12-1X-0160,"-15°52'30""","14°51'50""",,Puits,,Quaternaire,32,-15.875,14.8638888889,32
590,DIOURBEL,MBACKE,Touba,SATTE,12-1X-0034,"-15°58'00""","14°47'20""",INTRAFOR,Forage,1983/04/24,Eocene,82,-15.9666666667,14.7888888889,82
591,DIOURBEL,MBACKE,Touba,SOURANG PEULH,12-1X-0011,"-15°44'40""","14°53'40""",SASIF,Puits-forage,1957/06/25,Paleocene,188.5,-15.7444444444,14.8944444444,188.5
592,DIOURBEL,MBACKE,Touba,TINDODY,12-1X-0023,"-15°52'38""","14°53'58""",SASIF,Forage,1960/02/24,Paleocene,198.5,-15.8772222222,14.8994444444,198.5
593,DIOURBEL,MBACKE,Touba,TOUBA 1,12-1X-0001,"-15°53'05""","14°52'49""",INTRAFOR,Forage,1970/01/23,Maastrichtien,286.1,-15.8847222222,14.8802777778,286.1
594,DIOURBEL,MBACKE,Touba,TOUBA 1,12-1X-0001,"-15°53'05""","14°52'49""",INTRAFOR,Forage,1970/01/23,Maastrichtien,286.1,-15.8847222222,14.8802777778,286.1
595,DIOURBEL,MBACKE,Touba,TOUBA 2,12-1X-0003,"-15°52'12""","14°53'36""",SONAFOR,Forage,1976/02/15,Maastrichtien,301.7,-15.87,14.8933333333,301.7
596,DIOURBEL,MBACKE,Touba,TOUBA 3,12-1X-0004,"-15°51'17""","14°51'28""",SONAFOR,Forage,1976/05/07,Maastrichtien,280,-15.8547222222,14.8577777778,280
597,DIOURBEL,MBACKE,Touba,TOUBA 4,12-1X-0005,"-15°51'55""","14°50'57""",INTRAFOR,Forage,1979/05/30,Maastrichtien,306,-15.8652777778,14.8491666667,306
598,DIOURBEL,MBACKE,Touba,TOUBA 4,12-1X-0005,"-15°51'55""","14°50'57""",INTRAFOR,Forage,1979/05/30,Maastrichtien,306,-15.8652777778,14.8491666667,306
599,DIOURBEL,MBACKE,Touba,TOUBA 5,12-1X-0006,"-15°54'23""","14°50'20""",INTRAFOR,Forage,1979/06/28,Maastrichtien,322.5,-15.9063888889,14.8388888889,322.5
600,DIOURBEL,MBACKE,Touba,TOUBA 6,12-1X-0037,"-15°55'11""","14°51'27""",INTRAFOR,Forage,1982/12/13,Maastrichtien,320,-15.9197222222,14.8575,320
601,DIOURBEL,MBACKE,Touba,TOUBA AINOU RAHMADI,12-1X-0024,"-15°52'33""","14°51'55""",SONAFOR,Forage,1978/05/09,Paleocene,189.5,-15.8758333333,14.8652777778,189.5
602,DIOURBEL,MBACKE,Touba,TOUBA AL HAZAR,12-1X-0064,"-15°52'18""","14°48'30""",SASIF,Forage,2003/12/28,Maastrichtien,302,-15.8716666667,14.8083333333,302
603,DIOURBEL,MBACKE,Touba,TOUBA BOGO,12-1X-0014,"-15°41'30""","14°55'20""",HYDRAF,Forage,1964/05/17,Maastrichtien,263,-15.6916666667,14.9222222222,263
604,DIOURBEL,MBACKE,Touba,TOUBA BOGO,12-2X-0003,"-15°51'18""","15°02'39""",SONAFOR,Forage-puits,1976/08/19,Maastrichtien,275,-15.855,15.0441666667,275
605,DIOURBEL,MBACKE,Touba,TOUBA BOGO F3,12-1X-0106,"-15°41'53""","14°55'05""",HMGC,Forage,2010/11/21,Maastrichtien,248,-15.6980555556,14.9180555556,248
606,DIOURBEL,MBACKE,Touba,TOUBA BOGO F3,12-1X-0225,"-15°41'53""","14°55'05""",HMGC-GIE,Forage,2010/12/01,Maastrichtien,248,-15.6980555556,14.9180555556,248
607,DIOURBEL,MBACKE,Touba,TOUBA F NDAME,12-1X-0009,"-15°52'40""","14°50'00""",HYDRAF,Forage,1950/06/30,Maastrichtien,302,-15.8777777778,14.8333333333,302
608,DIOURBEL,MBACKE,Touba,TOUBA KEBE,12-1X-0018,"-15°54'22""","14°51'02""",SONAFOR,Forage,1975/11/05,Maastrichtien,350,-15.9061111111,14.8505555556,350
609,DIOURBEL,MBACKE,Touba,TOUBA KEBE,12-1X-0059,"-15°54'21""","14°51'01""",SASIF,Forage,1998/08/26,Maastrichtien,290,-15.9058333333,14.8502777778,290
610,DIOURBEL,MBACKE,Touba,TOUBA NDAME,12-1X-0060,"-15°52'55""","14°50'04""",SASIF,Forage,1998/06/08,Maastrichtien,295,-15.8819444444,14.8344444444,295
611,DIOURBEL,MBACKE,Touba,TOUBA NDISSO(DARAA CH MOUST),12-1X-0224,"-15°48'53""","14°54'36""",CSL SENEGAL,Piezometre,2010/04/03,Maastrichtien,253,-15.8147222222,14.91,253
612,DIOURBEL,MBACKE,Touba Fall,DAGA SAMBOU,16-3X-0147,"-16°03'56""","14°54'31""",HENAN CHINE / AFCO,Forage,2005/12/15,Continental terminal,72.48,-16.0655555556,14.9086111111,72.48
613,DIOURBEL,MBACKE,Touba Fall,DAROU RAHIM II,11-3X-0003,"-16°05'00""","14°54'40""",SASIF,Puits-forage,1960/08/20,Paleocene,231.35,-16.0833333333,14.9111111111,231.35
614,DIOURBEL,MBACKE,Touba Fall,GUEBE I,11-3X-0013,"-16°03'25""","14°53'50""",SASIF,Puits-forage,1961/02/11,Paleocene,229,-16.0569444444,14.8972222222,229
615,DIOURBEL,MBACKE,Touba Fall,KOBA,11-3X-0046,"-16°04'12""","14°55'18""",,Puits,,Eocene,46.73,-16.07,14.9216666667,46.73
616,DIOURBEL,MBACKE,Touba Fall,MEDINA TOURE,12-1X-0010,"-15°58'52""","14°51'08""",SASIF,Puits-forage,1957/05/09,Eocene,96.4,-15.9811111111,14.8522222222,96.4
617,DIOURBEL,MBACKE,Touba Fall,MEDINA TOURE,12-1X-0102,"-15°59'26""","14°53'44""",,Puits,,Eocene,75,-15.9905555556,14.8955555556,75
618,DIOURBEL,MBACKE,Touba Fall,THIAMENE,12-1X-0056,"-15°57'39""","14°49'36""",CDE,Puits moderne,,Eocene,40.55,-15.9608333333,14.8266666667,40.55
619,DIOURBEL,MBACKE,Touba Fall,TOUBA F7,12-1X-0054,"-15°56'40""","14°51'03""",SASIF,Forage,1996/08/09,Maastrichtien,295.13,-15.9444444444,14.8508333333,295.13
620,DIOURBEL,MBACKE,Touba Fall,TOUBA FALL,12-1X-0061,"-15°59'30""","14°50'00""",SASIF,Forage,2000/06/09,Maastrichtien,356,-15.9916666667,14.8333333333,356
621,DIOURBEL,MBACKE,Touba Fall,TOUBA FALL I,11-3X-0007,"-16°01'15""","14°52'15""",SASIF,Puits-forage,1961/02/16,Paleocene,221.5,-16.0208333333,14.8708333333,221.5
622,DIOURBEL,MBACKE,Touba Fall,TOUBA FALL I,12-1X-0015,"-15°59'45""","14°52'00""",SASIF,Forage,1966/02/17,Maastrichtien,365,-15.9958333333,14.8666666667,365
623,DIOURBEL,MBACKE,Touba Mboul,DIAWE SERERE,12-4X-0044,"-15°59'23""","14°34'33""",,Puits,,Eocene,80,-15.9897222222,14.5758333333,80
624,DIOURBEL,MBACKE,Touba Mboul,KAMADOU,12-4X-0003,"-15°52'09""","14°34'09""",HYDRAF,Puits-forage,1956/12/21,Paleocene,155,-15.8691666667,14.5691666667,155
625,DIOURBEL,MBACKE,Touba Mboul,LAGANE MBACKE,12-4X-0024,"-15°58'31""","14°31'38""",PRAKLA,Forage-puits,1984/11/14,Maastrichtien,357,-15.9752777778,14.5272222222,357
626,DIOURBEL,MBACKE,Touba Mboul,NDOYENE,11-6X-0063,"-16°01'14""","14°32'47""",,Puits,,Eocene,44.8,-16.0205555556,14.5463888889,44.8
627,DIOURBEL,MBACKE,Touba Mboul,PATHIENE I,12-4X-0010,"-15°55'16""","14°32'36""",SONAFOR,Forage-puits,1975/12/25,Maastrichtien,302,-15.9211111111,14.5433333333,302
628,DIOURBEL,MBACKE,Touba Mboul,SEO TOURE,12-4X-0019,"-15°52'35""","14°35'32""",SASIF,Forage-puits,1984/02/14,Maastrichtien,312.8,-15.8763888889,14.5922222222,312.8
629,DIOURBEL,MBACKE,Touba Mboul,TOUBA MBOUL,12-4X-0011,"-15°57'24""","14°34'18""",SONAFOR,Forage-puits,1977/05/31,Maastrichtien,336.7,-15.9566666667,14.5716666667,336.7
630,DIOURBEL,MBACKE,Touba Mboul,TOUBA MBOUL,12-4X-0028,"-15°57'27""","14°34'17""",SASIF,Forage,1997/01/09,Maastrichtien,325,-15.9575,14.5713888889,325
631,FATICK,FATICK,Diakhao,BOOF NDEMENE,11-6X-0044,"-16°12'45""","14°29'10""",,Forage,1993/01/01,Maastrichtien,302.2,-16.2125,14.4861111111,302.2
632,FATICK,FATICK,Diakhao,DIAKHAO,11-6X-0012,"-16°17'45""","14°27'56""",SASIF,Forage,1967/05/09,Maastrichtien,316.2,-16.2958333333,14.4655555556,316.2
633,FATICK,FATICK,Diakhao,SAKH MACK,11-6X-0270,"-16°11'45""","14°27'15""",,Forage,,Maastrichtien,322,-16.1958333333,14.4541666667,322
634,FATICK,FATICK,Diakhao,SOROKH,11-5X-0052,"-16°20'50""","14°23'42""",TECNOSOL,Forage,1988/12/03,Maastrichtien,342,-16.3472222222,14.395,342
635,FATICK,FATICK,Diakhao,TOFFAYE,11-6X-0034,"-16°18'28""","14°24'54""",SONAFOR,Forage,1986/02/25,Maastrichtien,306,-16.3077777778,14.415,306
636,FATICK,FATICK,Diaoule,DIAOULE 2,11-6X-0017,"-16°13'14""","14°22'26""",HENAN-CHINE,Forage,1978/01/01,Maastrichtien,346.49,-16.2205555556,14.3738888889,346.49
637,FATICK,FATICK,Diaoule,KORA 1,11-6X-0204,"-16°10'20""","14°23'15""",,Puits moderne,,Eocene,32.2,-16.1722222222,14.3875,32.2
638,FATICK,FATICK,Diaoule,KORA I,11-6X-0042,"-16°08'52""","14°23'19""",TECNOSOL,Forage,1993/01/01,Maastrichtien,298.4,-16.1477777778,14.3886111111,298.4
639,FATICK,FATICK,Diaoule,PARGUINE,11-6X-0046,"-16°07'45""","14°23'40""",CDE,Puits moderne,1998/07/23,Eocene,42.1,-16.1291666667,14.3944444444,42.1
640,FATICK,FATICK,Diaoule,TENE TOUBABA,11-6X-0047,"-16°14'30""","14°21'05""",CDE,Puits moderne,1998/07/23,Eocene,27.1,-16.2416666667,14.3513888889,27.1
641,FATICK,FATICK,Diarrere,BICOLE,11-5X-0062,"-16°26'58""","14°24'46""",TECNOSOL,Forage,1993/04/26,Maastrichtien,281.5,-16.4494444444,14.4127777778,281.5
642,FATICK,FATICK,Diarrere,DIARRERE,11-5X-0002,"-16°29'00""","14°26'50""",SONAFOR,Forage,,Paleocene,158,-16.4833333333,14.4472222222,158
643,FATICK,FATICK,Diarrere,DIARRERE,11-5X-0055,"-16°29'00""","14°26'40""",TECNOSOL,Forage,1987/12/18,Maastrichtien,290,-16.4833333333,14.4444444444,290
644,FATICK,FATICK,Diarrere,DIOHINE,11-5X-0016,"-16°30'17""","14°30'01""",HENAN-CHINE,Puits-forage,1978/06/29,Maastrichtien,324.12,-16.5047222222,14.5002777778,324.12
645,FATICK,FATICK,Diarrere,DIOHINE,11-5X-0016,"-16°30'17""","14°30'01""",HENAN-CHINE,Puits-forage,1978/06/29,Maastrichtien,324.12,-16.5047222222,14.5002777778,324.12
646,FATICK,FATICK,Diarrere,DIOHINE,11-5X-0411,"-16°30'12""","14°30'02""",,Forage,,Maastrichtien,317,-16.5033333333,14.5005555556,317
647,FATICK,FATICK,Diarrere,GADIAK 2,11-5X-0071,"-16°31'10""","14°33'10""",CDE,Puits moderne,,Continental terminal,12.2,-16.5194444444,14.5527777778,12.2
648,FATICK,FATICK,Diouroup,BOUMACK,11-5X-0100,"-16°31'45""","14°20'50""",,Puits,,Quaternaire,8.92,-16.5291666667,14.3472222222,8.92
649,FATICK,FATICK,Diouroup,DIORAL,11-8X-0090,"-16°28'55""","14°20'25""",SEHI SENEGAL,Forage,1998/03/07,Maastrichtien,311,-16.4819444444,14.3402777778,311
650,FATICK,FATICK,Diouroup,DIOUROUP,11-5X-0021,"-16°31'34""","14°21'32""",CARITAS,Forage,1978/11/29,Eocene,40.5,-16.5261111111,14.3588888889,40.5
651,FATICK,FATICK,Diouroup,DOUDAME,11-5X-0095,"-16°30'42""","14°22'52""",,Puits,,Quaternaire,7.15,-16.5116666667,14.3811111111,7.15
652,FATICK,FATICK,Diouroup,FATICK,11-5X-0049,"-16°25'00""","14°20'22""",SOBEA,Forage,1986/03/24,Maastrichtien,380.5,-16.4166666667,14.3394444444,380.5
653,FATICK,FATICK,Diouroup,FATICK,11-8X-0001,"-16°24'30""","14°19'35""",SASIF,Forage,1957/03/03,Paleocene,161,-16.4083333333,14.3263888889,161
654,FATICK,FATICK,Diouroup,FATICK F3,11-5X-0418,"-16°24'51""","14°20'48""",SASIF,Forage,2007/05/16,Maastrichtien,361.05,-16.4141666667,14.3466666667,361.05
655,FATICK,FATICK,Diouroup,FAYIL,11-8X-0005,"-16°29'15""","14°17'21""",SONAFOR,Forage,1976/06/18,Paleocene,168.5,-16.4875,14.2891666667,168.5
656,FATICK,FATICK,Diouroup,LERAYE,11-5X-0106,"-16°34'04""","14°20'15""",,Puits,,Quaternaire,3.3,-16.5677777778,14.3375,3.3
657,FATICK,FATICK,Diouroup,MASSENE,11-5X-0125,"-16°28'29""","14°19'58""",,Puits,,Quaternaire,5.98,-16.4747222222,14.3327777778,5.98
658,FATICK,FATICK,Diouroup,NDIONDIONE,11-5X-0103,"-16°31'50""","14°21'49""",,Puits,,Quaternaire,8.72,-16.5305555556,14.3636111111,8.72
659,FATICK,FATICK,Diouroup,PARAR,11-5X-0097,"-16°30'43""","14°22'56""",,Puits,,Quaternaire,10.87,-16.5119444444,14.3822222222,10.87
660,FATICK,FATICK,Diouroup,POGV,11-5X-0127,"-16°27'48""","14°20'22""",,Puits,,Quaternaire,6.92,-16.4633333333,14.3394444444,6.92
661,FATICK,FATICK,Diouroup,POGV1,11-5X-0129,"-16°27'47""","14°20'24""",,Puits,,Quaternaire,4.75,-16.4630555556,14.34,4.75
662,FATICK,FATICK,Diouroup,PROJET POGV2,11-5X-0130,"-16°27'47""","14°20'23""",,Puits,,Quaternaire,7.2,-16.4630555556,14.3397222222,7.2
663,FATICK,FATICK,Diouroup,SARAN  HANE 1,11-5X-0094,"-16°32'52""","14°23'42""",,Puits,,Quaternaire,5.56,-16.5477777778,14.395,5.56
664,FATICK,FATICK,Diouroup,SENGHOR,11-5X-0415,"-16°30'40""","14°24'18""",,Forage,,Maastrichtien,346,-16.5111111111,14.405,346
665,FATICK,FATICK,Diouroup,TENE TOUBE SERERE,11-8X-0062,"-16°28'09""","14°18'10""",,Puits moderne,,Quaternaire,19.6,-16.4691666667,14.3027777778,19.6
666,FATICK,FATICK,Djilasse,DIOFIOR,11-8X-0006,"-16°39'40""","14°11'51""",SONAFOR,Forage,1978/03/11,Maastrichtien,350,-16.6611111111,14.1975,350
667,FATICK,FATICK,Djilasse,DIOFIOR,11-8X-0006,"-16°39'40""","14°11'51""",SONAFOR,Forage,1978/03/11,Paleocene,350,-16.6611111111,14.1975,350
668,FATICK,FATICK,Djilasse,DJILASS,11-8X-0009,"-16°38'13""","14°14'38""",CARITAS,Forage,,Paleocene,124,-16.6369444444,14.2438888889,124
669,FATICK,FATICK,Djilasse,FELIR,11-8X-0020,"-16°29'30""","14°10'00""",INTRAFOR,Forage,1987/06/11,Maastrichtien,312,-16.4916666667,14.1666666667,312
670,FATICK,FATICK,Djilasse,NDOUCK,11-8X-0048,"-16°39'29""","14°11'44""",,Puits,,Quaternaire,7,-16.6580555556,14.1955555556,7
671,FATICK,FATICK,Djilasse,SOUDIANE BALA,11-7X-0031,"-16°42'45""","14°13'06""",CARITAS,Forage,,Paleocene,130,-16.7125,14.2183333333,130
672,FATICK,FATICK,Djilasse,SOUDIANE DALY,11-7X-0043,"-16°41'04""","14°14'41""",,Puits,,Quaternaire,4.22,-16.6844444444,14.2447222222,4.22
673,FATICK,FATICK,Djilasse,SOUDIANE THIELEME,11-7X-0045,"-16°41'06""","14°14'56""",,Puits,,Quaternaire,6.72,-16.685,14.2488888889,6.72
674,FATICK,FATICK,Fimela,KOBONGOYE 1,11-7X-0032,"-16°43'39""","14°09'30""",CARITAS,Forage,,Paleocene,148,-16.7275,14.1583333333,148
675,FATICK,FATICK,Fimela,MAR FAFACO,11-8X-0018,"-16°39'43""","14°02'43""",SONAFOR,Forage,1979/07/06,Paleocene,192.35,-16.6619444444,14.0452777778,192.35
676,FATICK,FATICK,Fimela,MAR SOULOU,11-7X-0033,"-16°41'13""","14°02'25""",SONAFOR,Forage,1979/07/08,Paleocene,192.35,-16.6869444444,14.0402777778,192.35
677,FATICK,FATICK,Fimela,MAR SOULOU,11-8X-0022,"-16°39'43""","14°02'43""",SONAFOR,Forage,1979/07/07,Paleocene,192.35,-16.6619444444,14.0452777778,192.35
678,FATICK,FATICK,Fimela,NDANGANE,11-7X-0024,"-16°41'00""","14°05'20""",SONAFOR,Forage,1974/12/05,Maastrichtien,388,-16.6833333333,14.0888888889,388
679,FATICK,FATICK,Fimela,NDANGANE,11-7X-0025,"-16°40'20""","14°07'15""",SONAFOR,Forage,1975/11/07,Maastrichtien,388,-16.6722222222,14.1208333333,388
680,FATICK,FATICK,Fimela,NDANGANE,11-7X-0026,"-16°41'00""","14°05'20""",SONAFOR,Forage,1974/10/25,Eocene,56,-16.6833333333,14.0888888889,56
681,FATICK,FATICK,Fimela,NDANGANE,11-7X-0039,"-16°42'00""","14°04'45""",SONAFOR,Forage,1975/11/07,Maastrichtien,388,-16.7,14.0791666667,388
682,FATICK,FATICK,Fimela,SAMBA DIA,11-7X-0029,"-16°43'44""","14°08'08""",SONAFOR,Forage,1978/05/12,Paleocene,150,-16.7288888889,14.1355555556,150
683,FATICK,FATICK,Fimela,SAMBA DIA,11-7X-0059,"-16°43'44""","14°07'50""",,Puits,,Quaternaire,5.1,-16.7288888889,14.1305555556,5.1
684,FATICK,FATICK,Fimela,SAMBA DIA 2,11-7X-0037,"-16°43'54""","14°07'59""",SASIF,Forage,1984/11/08,Paleocene,175,-16.7316666667,14.1330555556,175
685,FATICK,FATICK,Loul Sessene,BOYAR TOK,11-7X-0013,"-16°40'10""","14°17'40""",SONAFOR,Forage,1976/01/01,Paleocene,137,-16.6694444444,14.2944444444,137
686,FATICK,FATICK,Loul Sessene,BOYARD NDIODIONE,11-8X-0052,"-16°39'49""","14°17'17""",,Puits,,Quaternaire,10,-16.6636111111,14.2880555556,10
687,FATICK,FATICK,Loul Sessene,DJILASS,11-8X-0010,"-16°37'56""","14°14'42""",FORAKY,Forage,1983/11/27,Maastrichtien,280,-16.6322222222,14.245,280
688,FATICK,FATICK,Loul Sessene,FATICK,11-8X-0003,"-16°34'20""","14°19'55""",CARITAS,Forage,1980/06/06,Eocene,58,-16.5722222222,14.3319444444,58
689,FATICK,FATICK,Loul Sessene,LOUL DOUNDOUR,11-5X-0072,"-16°36'20""","14°20'05""",CDE,Puits moderne,,Quaternaire,9.95,-16.6055555556,14.3347222222,9.95
